"Burbank"
"Building Documents"
"Download generated on 08/17/2026"
"https://ccpa.burbankca.gov/PublicAccess/cq-search/index.html"

Street No,Street Direction,Street Name,Permit No,Permit Type,Date Issued
701,E,TUJUNGA AVE,BS2512162,MULTI-FAMILY REPAIR AND MAINTENANCE,11/24/2025
2239,N,FREDERIC ST,BS2512183,MECHANICAL,11/24/2025
600,E,ORANGE GROVE AVE,BS2512187,SINGLE-FAMILY REPAIR / MAINTENANCE,11/24/2025
527,N,VICTORY BLVD,BS2512167,SIGN,11/24/2025
818,E,PALM AVE,BS2512160,PLUMBING,11/24/2025
915,N,LIMA ST,BS2512208,SOLAR,11/24/2025
331,W,SPAZIER AVE,BS2512198,PLUMBING,11/24/2025
214,N,WHITNALL HWY,BS2512125,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
708,N,FREDERIC ST,BS2508503,POOL/SPA,11/21/2025
2900,W,ALAMEDA AVE,BS2510139,ELECTRICAL,11/21/2025
405,N,KEYSTONE ST,BS2512127,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
2350,N,SPARKS ST,BS2508107,POOL/SPA,11/21/2025
925,N,VALLEY ST,BS2512119,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
1041,,CORNELL DR,BS2502298,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
4301,W,KLING ST,BS2510565,MULTI-FAMILY REPAIR AND MAINTENANCE,11/21/2025
4421,W,KLING ST,BS2510572,MULTI-FAMILY REPAIR AND MAINTENANCE,11/21/2025
1115,W,MAGNOLIA BLVD,BS2503647,MECHANICAL,11/21/2025
1834,N,MAPLE ST,BS2512108,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
650,,PRISCILLA LANE,BS2512107,PLUMBING,11/21/2025
2813,N,GLENOAKS BLVD,BS2512132,MULTI-FAMILY REPAIR AND MAINTENANCE,11/21/2025
620,N,BRIGHTON ST,BS2511957,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
1751,N,VICTORY PL,BS2512109,COMMERCIAL REPAIR AND MAINTENANCE,11/21/2025
2508,N,NAOMI ST,BS2512106,ELECTRICAL SERVICE,11/21/2025
2310,W,BURBANK BLVD,BS2512123,COMMERCIAL REPAIR AND MAINTENANCE,11/21/2025
1010,E,TUJUNGA AVE,BS2512118,SINGLE-FAMILY REPAIR / MAINTENANCE,11/21/2025
2300,,EMPIRE AVE,BS2509114,COMMERCIAL TENANT IMPROVEMENT,11/20/2025
345,S,REESE PL,BS2512087,ELECTRICAL SERVICE,11/20/2025
900,E,PALM AVE,BS2512083,PLUMBING,11/20/2025
2900,W,ALAMEDA AVE,BS2510140,MECHANICAL,11/20/2025
1307,N,CALIFORNIA ST,BS2512076,SINGLE-FAMILY REPAIR / MAINTENANCE,11/20/2025
2126,,EVERGREEN ST,BS2500515,POOL/SPA,11/20/2025
2990,N,SAN FERNANDO BLVD,BS2512091,COMMERCIAL REPAIR AND MAINTENANCE,11/20/2025
500,S,BUENA VISTA ST,BS2502895,PLUMBING,11/20/2025
500,S,BUENA VISTA ST,BS2502898,PLUMBING,11/20/2025
500,S,BUENA VISTA ST,BS2502904,PLUMBING,11/20/2025
500,S,BUENA VISTA ST,BS2502901,PLUMBING,11/20/2025
303,E,ALAMEDA AVE,BS2512085,MULTI-FAMILY ADDITION AND ALTERATION,11/20/2025
500,,HARVARD RD,BS2512080,SINGLE-FAMILY REPAIR / MAINTENANCE,11/20/2025
308,N,REESE PL,BS2507336,ACCESSORY DWELLING UNIT,11/20/2025
901,,GRINNELL DR,BS2504113,POOL/SPA,11/20/2025
901,,GRINNELL DR,BS2504114,SINGLE-FAMILY ADDITION / ALTERATION,11/20/2025
707,S,VICTORY BLVD,BS2512070,ELECTRICAL,11/20/2025
1818,,RICHARD ST,BS2512086,SOLAR,11/20/2025
1011,N,MYERS ST,BS2512056,PLUMBING,11/19/2025
3320,W,VERDUGO AVE,BS2512062,SINGLE-FAMILY REPAIR / MAINTENANCE,11/19/2025
1038,N,ROSE ST,BS2512063,SINGLE-FAMILY REPAIR / MAINTENANCE,11/19/2025
1751,N,VICTORY PL,BS2512045,SINGLE-FAMILY REPAIR / MAINTENANCE,11/19/2025
2535,N,BUENA VISTA ST,BS2511173,ELECTRICAL SERVICE,11/19/2025
444,N,MYERS ST,BS2512046,SINGLE-FAMILY REPAIR / MAINTENANCE,11/19/2025
705,N,FIFTH ST,BS2512044,SINGLE-FAMILY REPAIR / MAINTENANCE,11/19/2025
321,N,SAN FERNANDO BLVD,BS2512034,MECHANICAL,11/19/2025
3521,W,MAGNOLIA BLVD,BS2512030,MECHANICAL,11/19/2025
4358,W,KLING ST,BS2512023,MULTI-FAMILY REPAIR AND MAINTENANCE,11/19/2025
1103,N,NAOMI ST,BS2512051,ELECTRICAL SERVICE,11/19/2025
1302,W,OLIVE AVE,BS2512036,MULTI-FAMILY ADDITION AND ALTERATION,11/19/2025
325,N,FIRST ST,BS2504471,MECHANICAL,11/19/2025
325,N,FIRST ST,BS2412418,COMMERCIAL TENANT IMPROVEMENT,11/19/2025
325,N,FIRST ST,BS2504470,PLUMBING,11/19/2025
437,E,PALM AVE,BS2511817,MULTI-FAMILY REPAIR AND MAINTENANCE,11/19/2025
627,E,TUJUNGA AVE,BS2512037,MULTI-FAMILY REPAIR AND MAINTENANCE,11/19/2025
1046,,GRINNELL DR,BS2512007,SINGLE-FAMILY ADDITION / ALTERATION,11/18/2025
231,W,TUJUNGA AVE,BS2512013,PLUMBING,11/18/2025
231,W,TUJUNGA AVE,BS2512012,ELECTRICAL,11/18/2025
540,,CLYBOURN AVE,BS2509068,MULTI-FAMILY REPAIR AND MAINTENANCE,11/18/2025
750,N,KEYSTONE ST,BS2511994,ELECTRICAL SERVICE,11/18/2025
3514,,FOLKSTONE CT,BS2511991,SINGLE-FAMILY REPAIR / MAINTENANCE,11/18/2025
915,N,NIAGARA ST,BS2500064,SINGLE-FAMILY ADDITION / ALTERATION,11/18/2025
1050,E,SAN JOSE AVE,BS2511978,ELECTRICAL,11/18/2025
2011,W,MAGNOLIA BLVD,BS2512005,COMMERCIAL REPAIR AND MAINTENANCE,11/18/2025
1625,,CHANDLER BLVD,BS2512001,SINGLE-FAMILY REPAIR / MAINTENANCE,11/18/2025
840,N,SAN FERNANDO BLVD,BS2300917,ELECTRICAL,11/18/2025
330,N,SCREENLAND DR,BS2500659,MULTI-FAMILY REPAIR AND MAINTENANCE,11/18/2025
4000,,WARNER BLVD,BS2503918,NEW COMMERCIAL STRUCTURE,11/18/2025
1422,N,BRIGHTON ST,BS2511992,ELECTRICAL SERVICE,11/18/2025
1042,N,CALIFORNIA ST,BS2511988,ELECTRICAL SERVICE,11/18/2025
417,S,KENNETH RD,BS2511756,MULTI-FAMILY REPAIR AND MAINTENANCE,11/18/2025
421,S,KENNETH RD,BS2511758,MULTI-FAMILY REPAIR AND MAINTENANCE,11/18/2025
419,S,KENNETH RD,BS2511757,MULTI-FAMILY REPAIR AND MAINTENANCE,11/18/2025
2314,N,SIXTH ST,BS2504756,ACCESSORY DWELLING UNIT,11/17/2025
2501,N,HOLLYWOOD WAY,BS2511939,ELECTRICAL,11/17/2025
225,N,BEACHWOOD DR,BS2511964,ELECTRICAL SERVICE,11/17/2025
2650,N,FREDERIC ST,BS2511962,MULTI-FAMILY REPAIR AND MAINTENANCE,11/17/2025
1115,N,NIAGARA ST,BS2511952,ELECTRICAL SERVICE,11/17/2025
4434,W,KLING ST,BS2511945,PLUMBING,11/17/2025
2600,W,MAGNOLIA BLVD,BS2507139,COMMERCIAL TENANT IMPROVEMENT,11/17/2025
2600,W,MAGNOLIA BLVD,BS2507145,ELECTRICAL,11/17/2025
2600,W,MAGNOLIA BLVD,BS2507146,PLUMBING,11/17/2025
2600,W,MAGNOLIA BLVD,BS2507144,MECHANICAL,11/17/2025
924,N,NIAGARA ST,BS2511935,SINGLE-FAMILY ADDITION / ALTERATION,11/17/2025
220,S,BRIGHTON ST,BS2511937,SINGLE-FAMILY ADDITION / ALTERATION,11/17/2025
259,W,ALAMEDA AVE,BS2511940,COMMERCIAL REPAIR AND MAINTENANCE,11/17/2025
811,E,ORANGE GROVE AVE,BS2511942,PLUMBING,11/17/2025
152,E,PALM AVE,BS2505909,ELECTRICAL,11/17/2025
419,S,KENNETH RD,BS2511934,ELECTRICAL,11/17/2025
417,S,KENNETH RD,BS2511933,ELECTRICAL,11/17/2025
1923,,GRISMER AVE,BS2511930,SINGLE-FAMILY REPAIR / MAINTENANCE,11/17/2025
111,N,KENNETH RD,BS2504534,MULTI-FAMILY REPAIR AND MAINTENANCE,11/17/2025
4308,,ALLAN AVE,BS2511651,PLUMBING,11/17/2025
437,E,PALM AVE,BS2511963,MECHANICAL,11/17/2025
1001,,RIVERSIDE DR,BS2508195,MECHANICAL,11/14/2025
330,S,MYERS ST,BS2511914,SINGLE-FAMILY ADDITION / ALTERATION,11/14/2025
1205,W,ALAMEDA AVE,BS2511913,MULTI-FAMILY ADDITION AND ALTERATION,11/14/2025
4140,,MC FARLANE AVE,BS2511488,POOL/SPA,11/14/2025
3075,N,CALIFORNIA ST,BS2511909,ELECTRICAL SERVICE,11/14/2025
421,,RIVERSIDE DR,BS2511908,MULTI-FAMILY ADDITION AND ALTERATION,11/14/2025
924,W,CLARK AVE,BS2511907,SINGLE-FAMILY REPAIR / MAINTENANCE,11/14/2025
742,,GROTON DR,BS2511650,ELECTRICAL SERVICE,11/14/2025
1044,N,VALLEY ST,BS2511900,ELECTRICAL,11/14/2025
909,N,NAOMI ST,BS2511903,ELECTRICAL SERVICE,11/14/2025
626,,WALNUT AVE,BS2511901,SINGLE-FAMILY REPAIR / MAINTENANCE,11/14/2025
720,S,SIXTH ST,BS2511897,ELECTRICAL,11/14/2025
515,N,MARIPOSA ST,BS2511895,MECHANICAL,11/14/2025
712,N,AVON ST,BS2500026,SINGLE-FAMILY ADDITION / ALTERATION,11/14/2025
152,E,PALM AVE,BS2505907,COMMERCIAL TENANT IMPROVEMENT,11/14/2025
152,E,PALM AVE,BS2505908,PLUMBING,11/14/2025
152,E,PALM AVE,BS2505910,MECHANICAL,11/14/2025
1334,N,FAIRVIEW ST,BS2511877,ELECTRICAL SERVICE,11/13/2025
2030,,RICHARD ST,BS2511874,ELECTRICAL SERVICE,11/13/2025
840,N,SAN FERNANDO BLVD,BS2300441,NEW COMMERCIAL STRUCTURE,11/13/2025
1217,N,BUENA VISTA ST,BS2511878,MULTI-FAMILY ADDITION AND ALTERATION,11/13/2025
500,S,BUENA VISTA ST,BS2502905,MECHANICAL,11/13/2025
500,S,BUENA VISTA ST,BS2502896,MECHANICAL,11/13/2025
500,S,BUENA VISTA ST,BS2502899,MECHANICAL,11/13/2025
500,S,BUENA VISTA ST,BS2502902,MECHANICAL,11/13/2025
500,S,BUENA VISTA ST,BS2502892,MECHANICAL,11/13/2025
811,S,GLENOAKS BLVD,BS2500675,MULTI-FAMILY REPAIR AND MAINTENANCE,11/13/2025
936,N,NIAGARA ST,BS2511873,SINGLE-FAMILY REPAIR / MAINTENANCE,11/13/2025
2927,N,BRIGHTON ST,BS2511823,PLUMBING,11/13/2025
2750,N,KENNETH RD,BS2511890,SINGLE-FAMILY REPAIR / MAINTENANCE,11/13/2025
726,N,FREDERIC ST,BS2511840,POOL/SPA,11/12/2025
346,N,NIAGARA ST,BS2511836,SINGLE-FAMILY ADDITION / ALTERATION,11/12/2025
3348,N,LAMER ST,BS2511829,ELECTRICAL SERVICE,11/12/2025
249,S,LINCOLN ST,BS2511831,ELECTRICAL SERVICE,11/12/2025
3141,,HIGHLAND VIEW DR,BS2511824,SINGLE-FAMILY REPAIR / MAINTENANCE,11/12/2025
852,N,MAPLE ST,BS2511815,ELECTRICAL SERVICE,11/12/2025
1534,N,MYERS ST,BS2511813,ELECTRICAL SERVICE,11/12/2025
231,W,ORANGE GROVE AVE,BS2412499,SITEWORK,11/12/2025
336,S,GLENOAKS BLVD,BS2503887,MECHANICAL,11/12/2025
1533,W,MAGNOLIA BLVD,BS2511830,COMMERCIAL REPAIR AND MAINTENANCE,11/12/2025
336,S,GLENOAKS BLVD,BS2503890,PLUMBING,11/12/2025
1505,N,NIAGARA ST,BS2502912,SINGLE-FAMILY ADDITION / ALTERATION,11/12/2025
161,W,LINDEN CT,BS2511818,MECHANICAL,11/12/2025
159,W,LINDEN CT,BS2511819,MECHANICAL,11/12/2025
439,S,LAMER ST,BS2511790,ELECTRICAL SERVICE,11/10/2025
119,S,KENNETH RD,BS2511796,SINGLE-FAMILY REPAIR / MAINTENANCE,11/10/2025
2105,N,SCREENLAND DR,BS2511792,SINGLE-FAMILY REPAIR / MAINTENANCE,11/10/2025
630,S,FLOWER ST,BS2511776,ELECTRICAL,11/10/2025
4400,,CLYBOURN AVE,BS2511786,PLUMBING,11/10/2025
3400,,RIVERSIDE DR,BS2507553,MECHANICAL,11/10/2025
825,N,NAOMI ST,BS2410345,DEMOLITION,11/10/2025
825,N,NAOMI ST,BS2410346,SINGLE-FAMILY ACCESSORY BUILDING,11/10/2025
825,N,NAOMI ST,BS2410342,SINGLE-FAMILY ADDITION / ALTERATION,11/10/2025
436,,UNIVERSITY AVE,BS2406443,ACCESSORY DWELLING UNIT,11/10/2025
436,,UNIVERSITY AVE,BS2406410,SINGLE-FAMILY ACCESSORY BUILDING,11/10/2025
436,,UNIVERSITY AVE,BS2510246,DEMOLITION,11/10/2025
1449,N,FAIRVIEW ST,BS2403092,POOL/SPA,11/10/2025
1730,,KEELER ST,BS2503914,ACCESSORY DWELLING UNIT,11/10/2025
3700,,RIVERSIDE DR,BS2511743,COMMERCIAL ADDITION AND ALTERATION,11/10/2025
1804,N,PASS AVE,BS2511768,SINGLE-FAMILY REPAIR / MAINTENANCE,11/10/2025
3806,W,BURBANK BLVD,BS2511781,SIGN,11/10/2025
916,N,SIXTH ST,BS2511784,ELECTRICAL,11/10/2025
2900,W,ALAMEDA AVE,BS2508552,COMMERCIAL TENANT IMPROVEMENT,11/10/2025
916,N,SIXTH ST,BS2511733,PLUMBING,11/7/2025
631,N,PASS AVE,BS2511726,MECHANICAL,11/7/2025
1504,N,LIMA ST,BS2511722,ELECTRICAL SERVICE,11/7/2025
825,,AMHERST DR,BS2510004,POOL/SPA,11/7/2025
2501,W,BURBANK BLVD,BS2504158,COMMERCIAL REPAIR AND MAINTENANCE,11/7/2025
2600,W,OLIVE AVE,BS2504652,COMMERCIAL REPAIR AND MAINTENANCE,11/7/2025
541,N,BRIGHTON ST,BS2405216,ACCESSORY DWELLING UNIT,11/7/2025
326,E,VALENCIA AVE,BS2511710,MULTI-FAMILY ADDITION AND ALTERATION,11/7/2025
1239,N,REESE PL,BS2511730,ELECTRICAL SERVICE,11/7/2025
930,E,PALM AVE,BS2507573,ACCESSORY DWELLING UNIT,11/7/2025
915,N,LIMA ST,BS2511734,ELECTRICAL SERVICE,11/7/2025
440,N,BUENA VISTA ST,BS2511695,ELECTRICAL SERVICE,11/6/2025
1906,N,KENNETH RD,BS2511689,SINGLE-FAMILY REPAIR / MAINTENANCE,11/6/2025
2608,W,BURBANK BLVD,BS2511672,COMMERCIAL REPAIR AND MAINTENANCE,11/6/2025
3301,,BROOKSHIRE CT,BS2511693,SINGLE-FAMILY ADDITION / ALTERATION,11/6/2025
738,,UNIVERSITY AVE,BS2408176,ACCESSORY DWELLING UNIT,11/6/2025
3339,,DURHAM CT,BS2511688,MECHANICAL,11/6/2025
237,S,KEYSTONE ST,BS2511684,MECHANICAL,11/6/2025
624,N,FREDERIC ST,BS2511685,MECHANICAL,11/6/2025
216,N,CATALINA ST,BS2511683,MECHANICAL,11/6/2025
432,,GIBSON CT,BS2511700,SOLAR,11/6/2025
3400,,RIVERSIDE DR,BS2510745,COMMERCIAL TENANT IMPROVEMENT,11/5/2025
528,S,GRIFFITH PARK DR,BS2511632,ELECTRICAL SERVICE,11/5/2025
1101,N,VALLEY ST,BS2412007,ACCESSORY DWELLING UNIT,11/5/2025
223,W,ALAMEDA AVE,BS2504846,ELECTRICAL,11/5/2025
223,W,ALAMEDA AVE,BS2504845,COMMERCIAL REPAIR AND MAINTENANCE,11/5/2025
1440,N,MAPLE ST,BS2508784,POOL/SPA,11/5/2025
3825,W,BURBANK BLVD,BS2511634,ELECTRICAL,11/5/2025
411,N,HOLLYWOOD WAY,BS2511621,ELECTRICAL SERVICE,11/5/2025
812,,UCLAN DR,BS2511619,SINGLE-FAMILY REPAIR / MAINTENANCE,11/5/2025
1507,N,NIAGARA ST,BS2502910,NEW SINGLE-FAMILY DWELLING,11/5/2025
1505,N,NIAGARA ST,BS2504971,DEMOLITION,11/5/2025
1507,N,NIAGARA ST,BS2502911,ACCESSORY DWELLING UNIT,11/5/2025
915,E,VERDUGO AVE,BS2511635,ELECTRICAL SERVICE,11/5/2025
1445,N,MAPLE ST,BS2511633,ELECTRICAL SERVICE,11/5/2025
133,N,MAPLE ST,BS2506060,SOLAR,11/5/2025
133,N,MAPLE ST,BS2511629,ELECTRICAL SERVICE,11/5/2025
3400,,RIVERSIDE DR,BS2507549,COMMERCIAL TENANT IMPROVEMENT,11/5/2025
3400,,RIVERSIDE DR,BS2507551,PLUMBING,11/5/2025
3400,,RIVERSIDE DR,BS2507552,ELECTRICAL,11/5/2025
1015,E,PROVIDENCIA AVE,BS2511618,SINGLE-FAMILY REPAIR / MAINTENANCE,11/5/2025
2837,N,HOLLYWOOD WAY,BS2509870,NEW COMMERCIAL STRUCTURE,11/4/2025
3000,W,MAGNOLIA BLVD,BS2511600,ELECTRICAL,11/4/2025
1080,E,TUJUNGA AVE,BS2511587,ELECTRICAL SERVICE,11/4/2025
707,E,TUJUNGA AVE,BS2511584,MECHANICAL,11/4/2025
3400,,RIVERSIDE DR,BS2510189,COMMERCIAL TENANT IMPROVEMENT,11/4/2025
402,E,ELMWOOD AVE,BS2511576,MULTI-FAMILY REPAIR AND MAINTENANCE,11/4/2025
710,,ROSELLI ST,BS2511574,ELECTRICAL SERVICE,11/4/2025
2900,W,ALAMEDA AVE,BS2509581,SIGN,11/4/2025
1115,W,MAGNOLIA BLVD,BS2511596,COMMERCIAL REPAIR AND MAINTENANCE,11/4/2025
2903,,WYOMING AVE,BS2511546,ELECTRICAL,11/4/2025
215,E,VALENCIA AVE,BS2511589,MULTI-FAMILY REPAIR AND MAINTENANCE,11/4/2025
1065,E,SPAZIER AVE,BS2509328,ELECTRICAL SERVICE,11/4/2025
3808,,RIVERSIDE DR,BS2508360,SIGN,11/4/2025
2006,N,VALLEY ST,BS2511585,ELECTRICAL,11/4/2025
4000,,WARNER BLVD,BS2509105,COMMERCIAL TENANT IMPROVEMENT,11/4/2025
1020,N,LAMER ST,BS2409294,DEMOLITION,11/4/2025
1022,N,LAMER ST,BS2409296,ACCESSORY DWELLING UNIT,11/4/2025
1221,,EVERGREEN ST,BS2511575,SINGLE-FAMILY REPAIR / MAINTENANCE,11/4/2025
1900,N,KENWOOD ST,BS2511594,SINGLE-FAMILY REPAIR / MAINTENANCE,11/4/2025
1447,E,ALAMEDA AVE,BS2504874,NEW SINGLE-FAMILY DWELLING,11/4/2025
500,N,FREDERIC ST,BS2511603,ELECTRICAL SERVICE,11/4/2025
602,,FAIRMOUNT RD,BS2511601,ELECTRICAL SERVICE,11/4/2025
604,,FAIRMOUNT RD,BS2511602,ELECTRICAL SERVICE,11/4/2025
707,E,CYPRESS AVE,BS2511221,ELECTRICAL SERVICE,11/3/2025
1711,N,EDISON BLVD,BS2511550,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
1730,N,NAOMI ST,BS2511547,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
1449,N,FAIRVIEW ST,BS2511544,ELECTRICAL SERVICE,11/3/2025
1227,N,ORCHARD DR,BS2511543,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
2012,,OAK ST,BS2511534,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
1106,N,FLORENCE ST,BS2509878,POOL/SPA,11/3/2025
618,N,BEL AIRE DR,BS2511528,ELECTRICAL SERVICE,11/3/2025
1000,S,FLOWER ST,BS2511524,MECHANICAL,11/3/2025
205,,COUNTRY CLUB DR,BS2511509,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
1236,N,LIMA ST,BS2511542,SINGLE-FAMILY REPAIR / MAINTENANCE,11/3/2025
1411,N,KENWOOD ST,BS2511511,ACCESSORY DWELLING UNIT,11/3/2025
724,,UNIVERSITY AVE,BS2511470,ELECTRICAL SERVICE,10/31/2025
222,N,BUENA VISTA ST,BS2511491,MULTI-FAMILY REPAIR AND MAINTENANCE,10/31/2025
148,S,VICTORY BLVD,BS2505535,SIGN,10/31/2025
500,S,BUENA VISTA ST,BS2507697,PLUMBING,10/31/2025
500,S,BUENA VISTA ST,BS2507696,ELECTRICAL,10/31/2025
500,S,BUENA VISTA ST,BS2507694,MECHANICAL,10/31/2025
500,S,BUENA VISTA ST,BS2507664,COMMERCIAL TENANT IMPROVEMENT,10/31/2025
2306,,OAK ST,BS2511480,PLUMBING,10/31/2025
2426,N,ORCHARD DR,BS2511474,SINGLE-FAMILY REPAIR / MAINTENANCE,10/31/2025
1019,N,KEYSTONE ST,BS2511473,SINGLE-FAMILY REPAIR / MAINTENANCE,10/31/2025
401,,AMHERST DR,BS2502248,POOL/SPA,10/31/2025
1030,N,AVON ST,BS2411137,NEW SINGLE-FAMILY DWELLING,10/31/2025
507,,BIRMINGHAM RD,BS2511466,SINGLE-FAMILY REPAIR / MAINTENANCE,10/31/2025
2827,N,HOLLYWOOD WAY,BS2505946,NEW COMMERCIAL STRUCTURE,10/31/2025
1041,N,ROSE ST,BS2511462,SINGLE-FAMILY REPAIR / MAINTENANCE,10/31/2025
421,S,KENNETH RD,BS2511484,ELECTRICAL,10/31/2025
417,S,KENNETH RD,BS2511483,ELECTRICAL,10/31/2025
419,S,KENNETH RD,BS2511485,ELECTRICAL,10/31/2025
821,,FORD ST,BS2511481,ELECTRICAL,10/31/2025
437,S,REESE PL,BS2511475,DEMOLITION,10/31/2025
2134,N,PASS AVE,BS2511471,ELECTRICAL SERVICE,10/31/2025
3400,W,MAGNOLIA BLVD,BS2510943,COMMERCIAL ADDITION AND ALTERATION,10/31/2025
1449,N,FAIRVIEW ST,BS2508680,SINGLE-FAMILY ADDITION / ALTERATION,10/30/2025
1449,N,FAIRVIEW ST,BS2509837,DEMOLITION,10/30/2025
212,W,MAGNOLIA BLVD,BS2508020,COMMERCIAL TENANT IMPROVEMENT,10/30/2025
722,E,OLIVE AVE,BS2511413,MULTI-FAMILY REPAIR AND MAINTENANCE,10/30/2025
303,N,GLENOAKS BLVD,BS2510347,PLUMBING,10/30/2025
532,N,KEYSTONE ST,BS2502417,SINGLE-FAMILY ADDITION / ALTERATION,10/30/2025
825,S,SUNSET CANYON DR,BS2511400,SINGLE-FAMILY REPAIR / MAINTENANCE,10/30/2025
237,W,TUJUNGA AVE,BS2511426,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
237,W,TUJUNGA AVE,BS2511429,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
235,W,TUJUNGA AVE,BS2511431,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
237,W,TUJUNGA AVE,BS2511433,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
237,W,TUJUNGA AVE,BS2511435,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
237,W,TUJUNGA AVE,BS2511437,MULTI-FAMILY ADDITION AND ALTERATION,10/30/2025
536,,HAMPTON RD,BS2411615,SINGLE-FAMILY ADDITION / ALTERATION,10/30/2025
432,,GIBSON CT,BS2511422,ELECTRICAL SERVICE,10/30/2025
904,N,BUENA VISTA ST,BS2511419,SINGLE-FAMILY REPAIR / MAINTENANCE,10/30/2025
419,S,LAKE ST,BS2511417,PLUMBING,10/30/2025
3311,,CASTLEMAN LANE,BS2511410,SINGLE-FAMILY REPAIR / MAINTENANCE,10/30/2025
925,N,FLORENCE ST,BS2511406,MECHANICAL,10/30/2025
411,N,HOLLYWOOD WAY,BS2511371,COMMERCIAL ADDITION AND ALTERATION,10/30/2025
1331,,EVERGREEN ST,BS2511404,ELECTRICAL SERVICE,10/30/2025
934,E,OLIVE AVE,BS2511398,ELECTRICAL SERVICE,10/30/2025
3424,W,MAGNOLIA BLVD,BS2406904,PLUMBING,10/29/2025
3424,W,MAGNOLIA BLVD,BS2406903,ELECTRICAL,10/29/2025
3424,W,MAGNOLIA BLVD,BS2406901,MECHANICAL,10/29/2025
3424,W,MAGNOLIA BLVD,BS2406945,MECHANICAL,10/29/2025
1010,N,ORCHARD DR,BS2511375,SINGLE-FAMILY REPAIR / MAINTENANCE,10/29/2025
532,,BIRMINGHAM RD,BS2411338,SINGLE-FAMILY ADDITION / ALTERATION,10/29/2025
1111,W,OLIVE AVE,BS2508562,PLUMBING,10/29/2025
1011,N,MYERS ST,BS2511366,ELECTRICAL,10/29/2025
2800,,CLYBOURN AVE,BS2511358,ELECTRICAL,10/29/2025
237,W,TUJUNGA AVE,BS2511388,MULTI-FAMILY REPAIR AND MAINTENANCE,10/29/2025
237,W,TUJUNGA AVE,BS2511386,MULTI-FAMILY REPAIR AND MAINTENANCE,10/29/2025
542,S,SPARKS ST,BS2511384,ELECTRICAL SERVICE,10/29/2025
214,S,LINCOLN ST,BS2511383,ELECTRICAL SERVICE,10/29/2025
507,,BIRMINGHAM RD,BS2511341,SINGLE-FAMILY ADDITION / ALTERATION,10/29/2025
1611,W,CLARK AVE,BS2511365,SINGLE-FAMILY REPAIR / MAINTENANCE,10/29/2025
630,,BIRMINGHAM RD,BS2511360,ELECTRICAL SERVICE,10/29/2025
620,E,CYPRESS AVE,BS2506348,MULTI-FAMILY REPAIR AND MAINTENANCE,10/29/2025
452,E,CYPRESS AVE,BS2506340,MULTI-FAMILY REPAIR AND MAINTENANCE,10/29/2025
2405,N,LINCOLN ST,BS2409632,ACCESSORY DWELLING UNIT,10/29/2025
2215,N,BRIGHTON ST,BS2511368,SINGLE-FAMILY ADDITION / ALTERATION,10/29/2025
141,N,VALLEY ST,BS2504042,POOL/SPA,10/29/2025
324,N,REESE PL,BS2507972,SINGLE-FAMILY ADDITION / ALTERATION,10/29/2025
920,E,GRINNELL DR,BS2510632,SOLAR,10/29/2025
1068,,CLYBOURN AVE,BS2511310,SINGLE-FAMILY REPAIR / MAINTENANCE,10/28/2025
3315,,CASTLEMAN LANE,BS2510551,SOLAR,10/28/2025
2407,N,LINCOLN ST,BS2408013,NEW SINGLE-FAMILY DWELLING,10/28/2025
1009,W,ORANGE GROVE AVE,BS2511134,DEMOLITION,10/28/2025
1009,W,ORANGE GROVE AVE,BS2511129,SINGLE-FAMILY ACCESSORY BUILDING,10/28/2025
1009,W,ORANGE GROVE AVE,BS2303223,SINGLE-FAMILY ADDITION / ALTERATION,10/28/2025
532,,BIRMINGHAM RD,BS2511330,ELECTRICAL SERVICE,10/28/2025
553,N,GRIFFITH PARK DR,BS2511328,MECHANICAL,10/28/2025
2025,N,SCREENLAND DR,BS2511323,MECHANICAL,10/28/2025
521,N,BRIGHTON ST,BS2511313,SINGLE-FAMILY REPAIR / MAINTENANCE,10/28/2025
3011,N,HOLLYWOOD WAY,BS2511319,ELECTRICAL SERVICE,10/28/2025
405,S,REESE PL,BS2511297,SINGLE-FAMILY REPAIR / MAINTENANCE,10/28/2025
436,N,LINCOLN ST,BS2511298,SINGLE-FAMILY REPAIR / MAINTENANCE,10/28/2025
919,N,MAPLE ST,BS2511306,ELECTRICAL SERVICE,10/28/2025
507,,BIRMINGHAM RD,BS2307742,SINGLE-FAMILY ADDITION / ALTERATION,10/28/2025
